id,sleep_hours,work_hours,screen_time,physical_activity,social_interaction,stress_level,diet_quality,smoking,risk_level
413,3.9,5.8,3.7,4,1,4.0,Healthy,Yes,Medium
414,9.6,7.4,3.4,1,0,5.0,Healthy,No,Medium
415,7.7,9.0,4.2,5,1,4.0,Healthy,Yes,Medium
416,5.5,8.4,6.7,3,3,7.0,Unhealthy,No,High
417,10.1,12.8,7.0,1,0,4.0,Unhealthy,No,Medium
418,7.2,9.7,7.2,5,4,5.0,Healthy,Yes,Medium
419,9.4,11.6,3.0,4,3,9.0,Healthy,No,High
420,7.1,9.0,6.0,0,3,8.0,Unhealthy,No,High
421,,12.2,3.9,4,5,2.0,Healthy,Yes,Low
422,10.5,10.2,6.8,2,5,7.0,Unhealthy,No,High
423,6.5,9.0,7.0,4,2,2.0,Unhealthy,No,Low
424,8.9,9.0,3.7,0,1,10.0,Unhealthy,Yes,High
425,8.3,6.1,7.9,0,4,3.0,Unhealthy,Yes,Low
426,9.7,10.5,10.7,4,0,1.0,Healthy,Yes,Low
427,5.1,8.9,7.7,5,3,2.0,Unhealthy,No,Low
428,8.4,7.5,5.7,0,3,3.0,Healthy,Yes,Low
429,9.1,12.3,5.4,2,4,5.0,Healthy,Yes,Medium
430,3.5,5.2,5.6,1,3,6.0,Healthy,Yes,Medium
431,4.6,7.7,4.5,4,1,7.0,Unhealthy,No,High
432,2.9,12.1,6.5,0,0,5.0,Unhealthy,Yes,Medium
433,6.5,9.9,3.7,5,4,5.0,Healthy,No,Medium
434,8.4,8.9,2.2,5,4,,Unhealthy,No,High
435,10.0,9.8,6.4,5,5,1.0,Unhealthy,Yes,Low
436,7.1,9.5,6.0,1,2,9.0,Healthy,No,High
437,10.3,4.5,4.9,2,0,3.0,Healthy,No,Low
438,4.2,8.0,3.4,4,4,6.0,Healthy,No,Medium
439,3.6,13.8,6.6,0,3,4.0,Unhealthy,Yes,Medium
440,6.9,7.0,4.0,1,5,2.0,Unhealthy,No,Low
441,7.8,8.0,5.7,2,0,6.0,Unhealthy,No,Medium
442,6.9,7.4,9.5,3,1,10.0,Healthy,Yes,High
443,2.9,8.7,7.3,0,4,8.0,Unhealthy,No,High
444,6.8,7.3,3.3,5,1,4.0,healthy,Yes,Medium
445,4.4,10.5,3.5,5,4,8.0,Unhealthy,No,High
446,8.3,9.6,6.3,2,3,7.0,Healthy,Yes,High
447,7.7,11.3,3.2,1,2,1.0,Healthy,Yes,Low
448,5.1,5.8,2.0,5,3,5.0,Unhealthy,No,Medium
449,6.0,8.0,7.1,4,1,8.0,Healthy,Yes,High
450,4.9,8.3,6.6,1,0,6.0,Healthy,No,Medium
451,6.9,10.4,6.9,5,5,9.0,Unhealthy,No,High
452,8.9,6.6,6.5,4,1,7.0,Healthy,Yes,High
453,5.0,11.7,5.9,2,2,2.0,Healthy,No,Low
454,8.0,12.6,4.7,2,4,1.0,Healthy,No,Low
455,5.9,6.0,7.0,1,5,9.0,Unhealthy,No,High
456,5.4,7.5,9.1,1,4,5.0,Healthy,No,Medium
457,6.8,24.0,5.0,4,1,2.0,Healthy,No,Low
458,4.9,16.9,4.0,0,0,4.0,Unhealthy,Yes,Medium
459,5.9,7.7,3.7,1,4,10.0,Healthy,No,High
460,4.6,14.0,4.3,5,4,6.0,Healthy,No,Medium
461,10.9,5.2,6.4,0,5,9.0,Healthy,No,High
462,7.1,6.0,1.7,0,2,8.0,Healthy,Yes,High
463,5.6,6.9,6.9,0,5,6.0,Unhealthy,Yes,Medium
464,7.4,6.5,7.3,2,2,4.0,Healthy,Yes,Medium
465,6.8,24.0,2.4,2,0,10.0,Healthy,Yes,High
466,6.6,6.9,4.0,0,4,5.0,Unhealthy,No,Medium
467,8.2,6.5,6.2,0,3,4.0,Unhealthy,Yes,Medium
468,8.5,12.5,5.7,2,1,4.0,Unhealthy,Yes,Medium
469,5.9,12.7,7.0,4,5,8.0,Healthy,No,High
470,5.8,11.8,5.7,5,4,4.0,Unhealthy,No,Medium
471,6.4,10.6,8.5,3,1,3.0,Healthy,No,Low
472,2.4,9.3,5.4,1,5,2.0,Unhealthy,Yes,Low
473,4.0,7.5,4.0,0,4,10.0,Unhealthy,No,High
474,9.7,6.1,3.9,2,2,1.0,Healthy,Yes,Low
475,10.3,10.1,7.5,0,0,5.0,Healthy,Yes,Medium
476,6.5,5.5,6.1,0,3,4.0,Unhealthy,Yes,Medium
477,8.2,6.0,7.3,0,5,10.0,Healthy,No,High
478,7.6,12.5,7.2,0,2,9.0,Unhealthy,No,High
479,13.2,14.7,2.0,4,0,9.0,Unhealthy,No,High
480,9.2,10.2,3.7,1,2,5.0,Healthy,No,Medium
481,6.7,12.3,4.0,1,5,5.0,Unhealthy,Yes,Medium
482,5.1,8.3,,2,1,6.0,Unhealthy,Yes,Medium
483,3.8,5.0,5.2,4,4,4.0,Healthy,No,Medium
484,7.4,10.8,8.0,4,2,6.0,Healthy,Yes,Medium
485,5.5,10.7,8.4,1,5,8.0,Unhealthy,Yes,High
486,4.2,9.2,5.4,2,0,5.0,Unhealthy,Yes,Medium
487,5.7,8.3,5.5,4,4,8.0,Unhealthy,No,High
488,4.8,11.9,4.6,2,5,8.0,Unhealthy,Yes,High
489,10.4,6.0,6.2,1,1,3.0,Unhealthy,No,Low
490,8.8,6.7,6.4,0,1,6.0,Unhealthy,Yes,Medium
491,7.0,6.0,7.6,5,3,1.0,Unhealthy,Yes,Low
492,10.0,9.3,7.6,5,4,5.0,Unhealthy,Yes,Medium
493,7.2,5.7,1.4,5,1,7.0,Healthy,Yes,High
494,5.3,6.9,5.7,4,2,5.0,Healthy,No,Medium
495,10.0,6.9,8.8,2,1,3.0,Unhealthy,No,Low
496,8.1,8.2,5.1,0,1,2.0,Healthy,No,Low
497,4.9,4.5,8.3,1,1,2.0,Healthy,Yes,Low
498,6.6,9.3,5.4,3,3,9.0,Unhealthy,No,High
499,5.2,12.7,6.3,5,5,2.0,Healthy,No,Low
500,4.2,9.4,3.7,4,0,7.0,Healthy,No,High
501,8.9,13.6,,4,5,9.0,Healthy,No,High
502,10.8,13.0,7.5,2,1,3.0,Healthy,Yes,Low
503,4.2,11.3,7.8,1,0,7.0,Healthy,Yes,High
504,8.1,9.2,6.1,5,4,1.0,Unhealthy,Yes,Low
505,5.7,9.1,3.5,1,0,6.0,Unhealthy,Yes,Medium
506,6.0,11.3,6.1,4,4,2.0,Healthy,No,Low
507,5.8,7.8,8.5,4,3,10.0,Unhealthy,Yes,High
508,5.3,3.4,9.5,5,4,1.0,Healthy,Yes,Low
509,7.1,10.5,5.4,5,4,5.0,Healthy,Yes,Medium
510,5.3,5.6,2.7,2,2,6.0,Unhealthy,No,Medium
511,7.5,6.1,7.7,2,3,2.0,Healthy,Yes,Low
512,6.9,9.0,5.4,3,1,4.0,Healthy,No,Medium
513,6.5,8.7,7.9,0,3,3.0,Healthy,Yes,Low
514,5.2,4.8,6.6,2,2,1.0,Unhealthy,No,Low
515,5.8,9.5,4.2,0,4,1.0,Unhealthy,Yes,Low
516,8.5,11.9,6.1,4,5,3.0,Unhealthy,Yes,Low
517,8.0,5.6,8.6,3,3,2.0,Unhealthy,Yes,Low
518,5.0,12.8,5.7,3,2,2.0,Healthy,Yes,Low
519,7.2,24.0,3.9,3,5,10.0,Unhealthy,No,High
520,8.5,15.4,2.8,1,1,5.0,Unhealthy,No,Medium
521,3.7,7.8,4.5,5,4,5.0,Healthy,No,Medium
522,8.1,9.4,5.2,5,3,7.0,Unhealthy,No,High
523,5.7,3.3,7.6,4,3,5.0,Healthy,No,Medium
524,8.1,8.8,3.8,1,5,3.0,Healthy,No,Low
525,5.5,9.7,9.1,1,4,10.0,Healthy,No,High
526,3.4,8.7,3.3,3,3,6.0,Unhealthy,No,Medium
527,3.7,7.3,10.7,1,4,3.0,Healthy,Yes,Low
528,7.1,6.2,9.5,4,2,8.0,Unhealthy,Yes,High
529,7.5,12.4,6.3,4,4,,Unhealthy,Yes,Medium
530,5.2,9.1,2.7,1,1,7.0,Unhealthy,Yes,High
531,8.3,13.6,5.9,5,4,3.0,Healthy,No,Low
532,3.7,7.4,5.2,4,5,7.0,Healthy,Yes,High
533,6.9,7.7,3.5,5,3,9.0,Unhealthy,Yes,High
534,4.6,11.4,6.6,0,5,8.0,Unhealthy,Yes,High
535,5.7,4.1,4.4,1,4,2.0,Healthy,No,Low
536,7.1,5.4,4.6,3,4,10.0,Healthy,Yes,High
537,5.3,12.3,5.6,3,4,10.0,Healthy,No,High
538,6.2,5.5,4.9,4,1,2.0,Healthy,Yes,Low
539,9.0,3.5,10.2,4,5,7.0,Healthy,Yes,High
540,5.8,14.6,4.9,3,1,10.0,Unhealthy,No,High
541,8.7,4.8,6.9,0,3,4.0,Unhealthy,No,Medium
542,4.7,9.6,6.3,3,5,9.0,Unhealthy,Yes,High
543,8.1,9.2,6.7,1,3,6.0,Healthy,No,Medium
544,9.9,0.6,6.9,3,4,9.0,Healthy,No,High
545,2.1,8.2,7.8,2,0,3.0,Unhealthy,Yes,Low
546,5.4,10.3,6.5,0,5,6.0,Unhealthy,No,Medium
547,8.2,10.1,6.4,0,2,6.0,Healthy,No,Medium
548,6.6,11.7,6.1,3,4,8.0,Healthy,Yes,High
549,7.7,7.8,5.7,2,2,7.0,Unhealthy,Yes,High
550,5.8,11.1,4.2,1,1,3.0,Unhealthy,Yes,Low
551,7.2,6.9,5.9,3,3,1.0,Unhealthy,Yes,Low
552,6.7,4.8,6.5,1,0,2.0,Healthy,No,Low
553,9.3,5.1,6.8,2,3,10.0,Healthy,Yes,High
554,7.5,4.6,6.4,3,1,2.0,Unhealthy,No,Low
555,7.7,12.0,5.5,3,4,1.0,Healthy,Yes,Low
556,6.2,4.5,5.9,1,1,4.0,Unhealthy,No,Medium
557,6.0,9.8,4.9,3,0,6.0,Unhealthy,No,Medium
558,6.1,8.2,6.6,2,4,4.0,Healthy,Yes,Medium
559,7.8,8.7,5.6,3,5,4.0,Unhealthy,No,Medium
560,6.2,13.1,6.4,4,4,9.0,Unhealthy,No,High
561,7.6,7.7,8.0,2,0,2.0,Unhealthy,No,Low
562,11.2,10.8,4.6,0,3,1.0,Unhealthy,No,Low
563,8.7,9.1,7.2,1,4,7.0,Healthy,Yes,High
564,6.3,8.5,6.1,5,3,5.0,Healthy,Yes,Medium
565,9.4,15.9,10.0,5,2,5.0,Unhealthy,No,Medium
566,6.2,4.7,5.6,2,0,2.0,Unhealthy,Yes,Low
567,2.9,12.9,7.4,5,2,6.0,Healthy,No,Medium
568,5.0,11.0,6.0,0,4,5.0,Healthy,Yes,Medium
569,3.3,7.6,3.2,0,0,5.0,Unhealthy,Yes,Medium
570,6.3,13.9,5.0,2,4,6.0,Unhealthy,No,Medium
571,7.0,3.5,7.8,0,0,2.0,Unhealthy,No,Low
572,10.4,7.4,5.1,0,3,5.0,Healthy,Yes,Medium
573,7.7,5.4,1.6,5,1,1.0,Healthy,Yes,Low
574,6.6,10.2,5.9,4,5,,Healthy,No,High
575,8.7,5.7,3.8,3,1,1.0,Healthy,No,Low
576,2.6,10.3,6.3,5,0,,Healthy,No,High
577,7.5,8.4,9.1,5,2,6.0,Healthy,No,Medium
578,8.5,7.6,7.5,4,0,8.0,Healthy,Yes,High
579,4.0,10.2,9.1,3,3,5.0,healthy,No,Medium
580,9.3,8.2,4.9,0,5,6.0,Healthy,Yes,Medium
581,7.7,5.7,5.7,3,2,4.0,Healthy,Yes,Medium
582,6.2,17.4,3.9,4,0,10.0,Unhealthy,Yes,High
583,8.3,7.5,4.6,1,5,10.0,Healthy,No,High
584,11.5,2.3,4.1,1,5,1.0,Healthy,Yes,Low
585,7.4,6.5,3.4,3,0,7.0,Unhealthy,No,High
586,7.5,5.2,8.7,1,4,2.0,Unhealthy,No,Low
587,6.1,11.5,1.8,2,3,1.0,Unhealthy,Yes,Low
588,5.3,10.0,8.7,1,3,1.0,Healthy,Yes,Low
589,8.7,10.2,8.5,3,1,1.0,Healthy,No,Low
590,5.3,7.9,7.0,0,4,2.0,Healthy,No,Low
591,7.1,8.2,3.8,4,2,1.0,Unhealthy,No,Low
592,6.0,7.9,2.8,1,5,4.0,Unhealthy,Yes,Medium
593,8.0,8.8,4.9,3,1,10.0,Healthy,No,High
594,7.7,11.5,,4,3,10.0,Unhealthy,No,High
595,9.1,10.0,6.0,2,0,7.0,Healthy,Yes,High
596,6.0,10.5,3.9,0,4,10.0,healthy,No,High
597,6.5,10.5,8.3,5,3,3.0,Unhealthy,Yes,Low
598,5.0,11.7,9.4,4,3,9.0,Healthy,No,High
599,6.1,9.9,5.5,5,4,2.0,Healthy,Yes,Low
600,7.8,10.1,6.2,4,3,2.0,Healthy,No,Low
601,8.5,12.6,3.0,3,1,7.0,Unhealthy,Yes,High
602,5.2,7.0,5.2,2,4,9.0,Healthy,Yes,High
603,8.7,6.4,7.0,1,3,6.0,Healthy,No,Medium
604,9.7,5.4,6.7,2,3,1.0,Unhealthy,Yes,Low
605,7.8,9.5,5.0,0,4,6.0,Unhealthy,No,Medium
606,10.8,3.4,5.5,5,0,4.0,Healthy,No,Medium
607,5.5,10.4,5.1,1,2,5.0,Unhealthy,Yes,Medium
608,4.5,8.7,5.4,5,4,4.0,Healthy,No,Medium
609,3.4,12.4,6.8,2,0,3.0,Healthy,Yes,Low
610,10.0,7.0,,0,5,2.0,Unhealthy,No,Low
611,8.3,8.4,5.9,4,3,2.0,Unhealthy,No,Low
612,6.9,12.4,6.7,4,1,10.0,Healthy,No,High
613,7.6,13.1,4.9,5,5,4.0,Unhealthy,No,Medium
614,4.7,7.0,5.0,5,3,3.0,Healthy,No,Low
615,11.9,9.5,5.1,4,3,6.0,Unhealthy,Yes,Medium
616,7.3,9.9,5.0,5,5,,Unhealthy,Yes,High
617,7.2,10.1,6.0,4,0,3.0,Healthy,Yes,Low
618,8.5,8.2,6.3,5,4,3.0,Healthy,No,Low
619,8.0,12.8,1.8,1,2,4.0,Healthy,no,Medium
620,7.4,3.3,7.3,5,2,5.0,Unhealthy,Yes,Medium
621,5.4,7.7,5.4,4,4,9.0,Unhealthy,Yes,High
622,7.9,10.3,9.9,1,4,5.0,Healthy,Yes,Medium
623,10.8,10.4,3.6,1,1,1.0,Unhealthy,No,Low
624,9.7,13.1,4.3,2,4,9.0,Healthy,No,High
625,10.2,12.6,5.6,4,1,2.0,Healthy,Yes,Low
626,6.0,8.1,6.8,3,4,4.0,Healthy,No,Medium
627,5.0,12.9,2.1,5,1,10.0,Unhealthy,No,High
628,6.7,6.9,4.3,4,4,6.0,Healthy,No,Medium
629,7.1,11.8,7.2,3,4,9.0,Unhealthy,Yes,High
630,9.2,14.4,4.1,4,2,2.0,Healthy,No,Low
631,3.6,12.6,8.7,1,3,9.0,Healthy,No,High
632,10.1,9.3,5.1,4,3,9.0,Healthy,No,High
633,6.7,8.0,4.2,4,1,1.0,Unhealthy,No,Low
634,6.1,4.4,7.2,4,0,6.0,Unhealthy,Yes,Medium
635,5.0,9.9,9.2,4,5,6.0,Unhealthy,Yes,Medium
636,3.7,5.7,6.8,2,2,,Unhealthy,No,High
637,8.6,6.6,8.5,5,4,6.0,Unhealthy,Yes,Medium
638,7.1,5.4,9.4,2,2,2.0,Unhealthy,Yes,Low
639,4.4,7.6,4.2,1,0,8.0,Unhealthy,No,High
640,4.4,8.9,7.9,1,2,1.0,Unhealthy,No,Low
641,6.3,9.8,3.0,3,0,,Healthy,Yes,Medium
642,10.3,7.2,6.8,1,5,10.0,Unhealthy,No,High
643,6.5,12.2,5.9,2,0,3.0,Healthy,No,Low
644,4.0,8.4,8.5,1,0,6.0,Unhealthy,Yes,Medium
645,6.5,6.6,8.3,3,0,5.0,Unhealthy,No,Medium
646,6.5,9.7,7.1,3,0,10.0,Unhealthy,No,High
647,1.6,14.9,6.6,2,4,4.0,Healthy,Yes,Medium
648,6.9,10.0,7.0,1,2,3.0,Healthy,Yes,Low
649,6.5,7.9,6.1,5,3,1.0,Unhealthy,No,Low
650,8.4,4.4,5.9,3,3,8.0,Healthy,No,High
651,10.7,8.3,8.9,1,4,5.0,Unhealthy,Yes,Medium
652,9.3,9.7,9.1,1,1,8.0,Healthy,No,High
653,6.5,7.8,5.7,5,5,9.0,Unhealthy,Yes,High
654,4.8,4.0,6.5,2,0,8.0,Healthy,Yes,High
655,,6.4,6.2,2,2,6.0,Healthy,No,Medium
656,7.1,13.4,2.8,1,0,10.0,Healthy,No,High
657,7.0,13.3,5.3,4,0,8.0,Healthy,No,High
658,7.0,6.3,9.2,4,3,5.0,Healthy,Yes,Medium
659,7.4,11.0,4.5,0,0,9.0,Unhealthy,No,High
660,6.7,5.5,10.2,0,2,6.0,Unhealthy,No,Medium
661,5.9,13.2,8.3,0,2,2.0,Unhealthy,No,Low
662,5.9,9.7,6.8,2,3,7.0,Unhealthy,No,High
663,6.9,11.8,7.1,1,4,1.0,Healthy,No,Low
664,5.9,3.9,4.2,5,3,10.0,Healthy,Yes,High
665,5.6,11.0,5.5,5,3,1.0,Healthy,Yes,Low
666,7.2,9.0,,3,0,8.0,Unhealthy,Yes,High
667,6.5,11.6,4.8,1,1,5.0,Healthy,Yes,Medium
668,10.0,11.7,8.1,1,5,10.0,Healthy,No,High
669,1.7,9.2,3.2,0,4,9.0,Unhealthy,Yes,High
670,9.2,7.2,3.6,1,4,6.0,Unhealthy,No,Medium
671,9.5,11.3,9.8,5,4,1.0,Healthy,Yes,Low
672,2.9,8.8,6.0,0,0,6.0,Healthy,Yes,Medium
673,6.3,6.4,4.9,1,3,1.0,Unhealthy,Yes,Low
674,6.3,6.2,8.7,3,5,5.0,Unhealthy,Yes,Medium
675,4.2,4.6,8.5,4,0,3.0,Unhealthy,Yes,Low
676,5.4,7.5,7.8,4,2,10.0,Healthy,Yes,High
677,4.8,12.3,4.9,2,1,10.0,Unhealthy,No,High
678,10.5,24.0,5.4,3,1,9.0,Healthy,Yes,High
679,8.9,7.4,6.6,5,5,1.0,Healthy,Yes,Low
680,9.5,11.4,7.4,1,0,6.0,Unhealthy,No,Medium
681,8.4,6.5,5.0,3,3,3.0,Unhealthy,Yes,Low
682,4.7,9.3,6.3,1,4,9.0,Healthy,No,High
683,6.0,8.5,6.5,3,5,2.0,Unhealthy,Yes,Low
684,8.0,11.3,8.6,3,5,7.0,Healthy,No,High
685,4.6,4.3,7.5,4,2,9.0,Healthy,No,High
686,8.4,6.4,3.0,3,2,3.0,Unhealthy,No,Low
687,6.5,4.1,5.6,2,5,3.0,Unhealthy,No,Low
688,6.3,8.2,4.1,1,1,3.0,Healthy,Yes,Low
689,8.4,12.6,7.1,0,5,1.0,Healthy,No,Low
690,7.9,7.5,7.8,3,3,9.0,Healthy,No,High
691,6.3,7.5,6.2,0,4,9.0,healthy,No,High
692,9.3,11.6,5.5,4,1,6.0,Unhealthy,No,Medium
693,4.8,12.2,6.1,0,3,9.0,Healthy,No,High
694,8.2,8.7,6.4,2,4,9.0,Unhealthy,No,High
695,8.2,11.1,4.7,2,0,,Unhealthy,Yes,Low
696,6.4,5.8,3.6,4,3,3.0,Healthy,Yes,Low
697,7.7,13.1,1.9,5,5,3.0,Healthy,Yes,Low
698,4.5,15.4,8.5,2,5,1.0,Unhealthy,No,Low
699,8.8,10.6,7.0,1,2,6.0,Unhealthy,Yes,Medium
700,6.6,2.7,6.7,5,3,4.0,Healthy,No,Medium
701,6.0,7.3,8.5,2,3,8.0,Healthy,Yes,High
702,9.1,10.8,3.5,5,5,6.0,Healthy,Yes,Medium
703,5.6,7.7,2.5,3,5,4.0,Unhealthy,Yes,Medium
704,4.2,12.8,6.8,2,3,5.0,Unhealthy,Yes,Medium
705,3.9,10.8,6.6,5,4,2.0,Healthy,Yes,Low
706,8.2,6.9,2.5,1,4,10.0,Unhealthy,Yes,High
707,4.4,9.1,6.7,4,0,1.0,Unhealthy,Yes,Low
708,10.5,6.3,5.2,2,0,7.0,Healthy,Yes,High
709,2.8,8.5,4.4,1,4,10.0,Unhealthy,Yes,High
710,10.4,7.3,5.3,3,4,3.0,Unhealthy,No,Low
711,7.4,12.5,1.1,0,1,3.0,Healthy,Yes,Low
712,6.8,15.3,4.8,0,3,6.0,Healthy,No,Medium
713,5.9,4.7,4.6,4,3,,Healthy,No,Low
714,7.8,3.2,7.1,4,2,7.0,Unhealthy,Yes,High
715,6.9,8.3,5.7,0,4,7.0,Unhealthy,No,High
716,9.2,4.4,7.3,0,4,5.0,Unhealthy,Yes,Medium
717,7.2,9.1,0.9,4,0,1.0,Healthy,No,Low
718,7.3,11.2,4.3,0,5,9.0,Healthy,Yes,High
719,6.3,13.5,7.1,2,0,2.0,Unhealthy,Yes,Low
720,6.9,9.6,5.4,5,5,4.0,Unhealthy,Yes,Medium
721,7.6,8.4,7.7,1,3,10.0,Unhealthy,Yes,High
722,3.6,3.1,2.4,5,3,10.0,Unhealthy,Yes,High
723,4.3,9.1,7.5,4,5,2.0,Healthy,Yes,Low
724,8.5,9.2,4.7,1,4,1.0,Healthy,No,Low
725,7.3,10.9,4.5,3,3,1.0,Healthy,No,Low
726,6.6,6.9,8.0,3,4,,Unhealthy,No,Low
727,7.0,7.7,8.3,2,2,7.0,Healthy,No,High
728,7.7,4.6,8.1,3,2,9.0,Healthy,No,High
729,5.9,2.1,10.1,4,1,1.0,Unhealthy,Yes,Low
730,5.4,5.7,8.5,2,0,10.0,Unhealthy,No,High
731,7.4,4.3,4.4,5,1,6.0,Unhealthy,Yes,Medium
732,5.0,10.0,6.3,2,2,5.0,Healthy,No,Medium
733,7.8,7.4,5.3,4,3,3.0,Healthy,Yes,Low
734,3.6,7.4,10.1,0,0,2.0,Healthy,No,Low
735,9.1,6.0,8.2,1,0,2.0,Healthy,No,Low
736,7.9,-0.7,5.6,4,1,2.0,Unhealthy,Yes,Low
737,7.5,13.5,7.8,0,0,7.0,Unhealthy,No,High
738,9.0,6.0,3.5,0,2,4.0,Healthy,No,Medium
739,10.3,7.8,6.5,3,3,7.0,Healthy,Yes,High
740,9.0,4.6,4.1,5,1,10.0,Unhealthy,Yes,High
741,3.3,11.9,2.6,2,3,1.0,Healthy,Yes,Low
742,4.4,9.4,7.6,2,5,10.0,Healthy,No,High
743,5.8,6.5,7.8,3,1,4.0,Unhealthy,no,Medium
744,7.1,7.8,6.9,3,5,9.0,Healthy,No,High
745,8.0,14.0,5.6,2,4,7.0,Healthy,No,High
746,5.5,8.8,3.5,4,0,10.0,Unhealthy,Yes,High
747,7.4,8.5,3.7,4,4,6.0,Healthy,Yes,Medium
748,5.5,6.2,4.1,4,5,7.0,Healthy,No,High
749,5.8,3.3,5.5,4,0,2.0,Healthy,Yes,Low
750,4.2,8.5,8.2,3,4,1.0,Unhealthy,No,Low
751,5.2,10.0,8.1,1,3,10.0,Healthy,No,High
752,4.3,12.3,2.7,1,2,9.0,Healthy,No,High
753,5.0,2.3,4.6,2,1,2.0,Healthy,No,Low
754,9.1,5.6,4.6,1,0,2.0,Healthy,Yes,Low
755,5.1,7.3,0.9,4,1,3.0,Healthy,Yes,Low
756,12.3,9.0,7.1,3,2,3.0,Healthy,Yes,Low
757,8.0,8.6,5.5,4,4,3.0,healthy,No,Low
758,7.4,8.6,5.8,0,3,4.0,Unhealthy,No,Medium
759,5.3,10.2,8.7,3,5,1.0,Healthy,No,Low
760,8.4,6.3,6.2,0,1,1.0,Healthy,No,Low
761,5.8,11.8,5.1,0,5,4.0,Unhealthy,Yes,Medium
762,,10.3,7.1,2,4,1.0,Unhealthy,No,Low
763,12.1,8.0,8.1,0,5,4.0,Healthy,Yes,Medium
764,40.0,13.8,6.6,1,0,2.0,Unhealthy,No,Low
765,9.3,13.7,7.4,1,1,7.0,Healthy,Yes,High
766,5.6,11.8,5.7,0,1,6.0,Healthy,No,Medium
767,6.9,-0.1,5.8,2,0,2.0,Unhealthy,Yes,Low
768,10.5,13.7,6.2,0,2,2.0,Unhealthy,Yes,Low
769,5.7,11.4,4.5,3,4,1.0,Healthy,No,Low
770,10.6,15.0,4.9,3,5,4.0,Unhealthy,No,Medium
771,8.4,12.7,8.8,3,5,2.0,Unhealthy,No,Low
772,5.9,13.7,10.0,3,1,5.0,Unhealthy,No,Medium
773,8.3,11.6,9.2,0,4,4.0,Unhealthy,Yes,Medium
774,8.9,13.0,3.4,4,5,1.0,Unhealthy,Yes,Low
775,8.2,15.0,3.2,4,3,5.0,Unhealthy,Yes,Medium
776,3.9,9.6,3.6,5,4,5.0,Unhealthy,Yes,Medium
777,5.5,4.3,6.3,3,4,5.0,Healthy,No,Medium
778,6.5,8.1,0.4,5,5,2.0,Healthy,Yes,Low
779,6.9,10.2,4.8,5,0,4.0,Healthy,No,Medium
780,8.2,9.2,8.8,2,5,5.0,Unhealthy,No,Medium
781,7.4,5.3,8.0,2,4,6.0,Healthy,No,Medium
782,4.3,4.1,,0,5,7.0,Healthy,Yes,High
783,7.8,6.8,5.1,4,5,10.0,Healthy,Yes,High
784,8.2,11.4,7.1,0,2,3.0,Unhealthy,Yes,Low
785,8.1,13.7,7.9,1,4,3.0,Unhealthy,Yes,Low
786,9.2,11.7,4.9,3,3,10.0,Unhealthy,No,High
787,8.7,12.2,5.5,1,5,2.0,Unhealthy,No,Low
788,7.9,8.8,4.9,1,4,9.0,Unhealthy,Yes,High
789,6.9,3.8,3.3,5,5,1.0,Unhealthy,Yes,Low
790,3.7,7.6,5.6,2,0,3.0,Healthy,No,Low
791,7.9,8.2,5.4,4,3,3.0,Unhealthy,No,Low
792,7.4,7.5,3.5,5,0,8.0,Healthy,No,High
793,7.5,9.2,7.3,5,5,6.0,Unhealthy,Yes,Medium
794,4.4,10.3,7.0,3,2,3.0,Unhealthy,Yes,Low
795,4.8,11.6,7.4,0,2,1.0,Healthy,No,Low
796,9.1,8.2,4.5,3,0,3.0,Unhealthy,No,Low
797,6.9,3.3,2.0,0,2,4.0,Healthy,Yes,Medium
798,8.4,7.6,6.9,0,5,1.0,Healthy,Yes,Low
799,7.1,9.1,4.7,4,0,3.0,healthy,Yes,Low
800,7.1,12.7,4.2,1,1,4.0,Healthy,Yes,Medium
801,,7.3,3.5,0,4,7.0,Healthy,No,High
802,6.0,10.5,5.4,4,1,4.0,Healthy,Yes,Medium
803,7.2,9.9,9.2,1,2,1.0,Unhealthy,Yes,Low
804,6.1,9.1,5.0,5,0,9.0,Unhealthy,No,High
805,6.1,11.8,3.8,5,0,6.0,Healthy,Yes,Medium
806,6.4,7.0,7.3,1,5,9.0,Unhealthy,Yes,High
807,7.4,7.3,6.3,3,0,7.0,Unhealthy,No,High
808,6.0,9.0,1.8,3,0,4.0,Healthy,No,Medium
809,9.5,7.1,7.3,3,4,1.0,Healthy,Yes,Low
810,5.2,10.5,10.3,2,3,7.0,Healthy,Yes,High
811,6.6,6.9,0.8,1,1,9.0,Healthy,Yes,High
812,6.1,9.7,3.5,2,2,6.0,Healthy,Yes,Medium
813,9.9,8.7,0.3,3,0,1.0,Healthy,Yes,Low
814,7.4,9.6,5.8,4,1,9.0,Healthy,Yes,High
815,9.1,7.6,8.0,3,3,,Healthy,No,High
816,4.0,8.0,6.2,0,1,1.0,Healthy,Yes,Low
817,7.5,9.3,8.8,4,2,4.0,Healthy,Yes,Medium
818,8.8,9.6,7.7,4,0,5.0,Unhealthy,Yes,Medium
819,7.2,9.0,9.4,1,2,2.0,Healthy,No,Low
820,9.1,14.1,8.3,2,0,3.0,Unhealthy,Yes,Low
821,6.0,6.0,5.2,0,3,2.0,Healthy,Yes,Low
822,9.8,8.8,6.1,4,5,4.0,Unhealthy,Yes,Medium
823,11.6,4.3,4.3,2,2,7.0,Unhealthy,Yes,High
824,6.3,10.1,5.5,2,1,5.0,Unhealthy,Yes,Medium
825,6.1,5.7,6.1,0,5,7.0,Healthy,No,High
